sample_id,answer_changed,transition_group,stable_correct,broken,repaired,stable_wrong,stable_wrong_same,stable_wrong_different,gold_answer,clean_answer,swap_answer,clean_rationale_chars,swap_rationale_chars,clean_final_marker,swap_final_marker,skip_reason,clean_model_clean_rationale_clean_score_norm,clean_model_clean_rationale_clean_score_raw,clean_model_clean_rationale_clean_tokens,clean_model_clean_rationale_swap_score_norm,clean_model_clean_rationale_swap_score_raw,clean_model_clean_rationale_swap_tokens,clean_model_clean_rationale_gold_score_norm,clean_model_clean_rationale_gold_score_raw,clean_model_clean_rationale_gold_tokens,clean_model_clean_rationale_clean_minus_swap_margin_norm,clean_model_clean_rationale_clean_minus_swap_margin_raw,clean_model_swap_rationale_clean_score_norm,clean_model_swap_rationale_clean_score_raw,clean_model_swap_rationale_clean_tokens,clean_model_swap_rationale_swap_score_norm,clean_model_swap_rationale_swap_score_raw,clean_model_swap_rationale_swap_tokens,clean_model_swap_rationale_gold_score_norm,clean_model_swap_rationale_gold_score_raw,clean_model_swap_rationale_gold_tokens,clean_model_swap_rationale_clean_minus_swap_margin_norm,clean_model_swap_rationale_clean_minus_swap_margin_raw,direct_swap_model_clean_rationale_clean_score_norm,direct_swap_model_clean_rationale_clean_score_raw,direct_swap_model_clean_rationale_clean_tokens,direct_swap_model_clean_rationale_swap_score_norm,direct_swap_model_clean_rationale_swap_score_raw,direct_swap_model_clean_rationale_swap_tokens,direct_swap_model_clean_rationale_gold_score_norm,direct_swap_model_clean_rationale_gold_score_raw,direct_swap_model_clean_rationale_gold_tokens,direct_swap_model_clean_rationale_clean_minus_swap_margin_norm,direct_swap_model_clean_rationale_clean_minus_swap_margin_raw,direct_swap_model_swap_rationale_clean_score_norm,direct_swap_model_swap_rationale_clean_score_raw,direct_swap_model_swap_rationale_clean_tokens,direct_swap_model_swap_rationale_swap_score_norm,direct_swap_model_swap_rationale_swap_score_raw,direct_swap_model_swap_rationale_swap_tokens,direct_swap_model_swap_rationale_gold_score_norm,direct_swap_model_swap_rationale_gold_score_raw,direct_swap_model_swap_rationale_gold_tokens,direct_swap_model_swap_rationale_clean_minus_swap_margin_norm,direct_swap_model_swap_rationale_clean_minus_swap_margin_raw,clean_model_rationale_effect_norm,direct_swap_model_rationale_effect_norm,model_effect_clean_rationale_norm,model_effect_swap_rationale_norm,clean_model_rationale_effect_raw,direct_swap_model_rationale_effect_raw,model_effect_clean_rationale_raw,model_effect_swap_rationale_raw
mgsm_0074,True,stable_wrong,False,False,False,True,False,True,88,85.55,1,357,869,none_found,none_found,,-0.013154769937197367,-0.0789286196231842,6,-4.034340858459473,-8.068681716918945,2,-4.028241793314616,-12.084725379943848,3,4.021186088522275,7.989753097295761,-1.9005584716796875,-11.403350830078125,6,-0.8052068948745728,-1.6104137897491455,2,-2.1959800720214844,-6.587940216064453,3,-1.0953515768051147,-9.79293704032898,-0.02674551059802373,-0.1604730635881424,6,-3.4483516216278076,-6.896703243255615,2,-3.5544751485188804,-10.66342544555664,3,3.4216061110297837,6.736230179667473,-1.7691338857014973,-10.614803314208984,6,-0.8049368262290955,-1.609873652458191,2,-2.118138313293457,-6.354414939880371,3,-0.9641970594724019,-9.004929661750793,-5.11653766532739,-4.385803170502186,-0.5995799774924913,0.13115451733271288,-17.78269013762474,-15.741159841418266,-1.2535229176282883,0.788007378578186
mgsm_0075,True,stable_wrong,False,False,False,True,False,True,60,8,4,344,629,none_found,none_found,,-1.8011226654052734,-3.602245330810547,2,-0.4104977250099182,-0.8209954500198364,2,-3.522181193033854,-10.566543579101562,3,-1.3906249403953552,-2.7812498807907104,-3.8194315433502197,-7.6388630867004395,2,-4.358493804931641,-8.716987609863281,2,-3.365603764851888,-10.096811294555664,3,0.5390622615814209,1.0781245231628418,-1.421384572982788,-2.842769145965576,2,-0.6010720729827881,-1.2021441459655762,2,-3.074862480163574,-9.224587440490723,3,-0.8203125,-1.640625,-3.1937880516052246,-6.387576103210449,2,-3.6898818016052246,-7.379763603210449,2,-2.9614267349243164,-8.88428020477295,3,0.49609375,0.9921875,1.9296872019767761,1.31640625,0.5703124403953552,-0.0429685115814209,3.8593744039535522,2.6328125,1.1406248807907104,-0.0859370231628418
mgsm_0076,True,broken,False,True,False,False,False,False,5,5,6,362,766,none_found,none_found,,-0.007855788804590702,-0.015711577609181404,2,-4.0781683921813965,-8.156336784362793,2,-0.007855788804590702,-0.015711577609181404,2,4.070312603376806,8.140625206753612,-0.6901096105575562,-1.3802192211151123,2,-3.7526094913482666,-7.505218982696533,2,-0.6901096105575562,-1.3802192211151123,2,3.0624998807907104,6.124999761581421,-0.017576299607753754,-0.03515259921550751,2,-3.431638717651367,-6.863277435302734,2,-0.017576299607753754,-0.03515259921550751,2,3.4140624180436134,6.828124836087227,-0.6470104455947876,-1.2940208911895752,2,-3.373572826385498,-6.747145652770996,2,-0.6470104455947876,-1.2940208911895752,2,2.7265623807907104,5.453124761581421,-1.0078127225860953,-0.687500037252903,-0.6562501853331923,-0.3359375,-2.0156254451721907,-1.375000074505806,-1.3125003706663847,-0.671875
mgsm_0077,False,stable_correct,True,False,False,False,False,False,100,100,100,219,176,The answer is,the answer is,clean_answer_equals_swap_answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgsm_0078,True,stable_wrong,False,False,False,True,False,True,6,9,3,349,713,none_found,none_found,,-4.547867774963379,-9.095735549926758,2,-3.9619300365448,-7.9238600730896,2,-0.00880508590489626,-0.01761017180979252,2,-0.5859377384185791,-1.1718754768371582,-1.513764500617981,-3.027529001235962,2,-3.2168893814086914,-6.433778762817383,2,-2.4825143814086914,-4.965028762817383,2,1.7031248807907104,3.406249761581421,-3.464322328567505,-6.92864465713501,2,-3.198697328567505,-6.39739465713501,2,-0.019009869545698166,-0.03801973909139633,2,-0.265625,-0.53125,-1.7687337398529053,-3.5374674797058105,2,-3.2843587398529053,-6.5687174797058105,2,-2.5577962398529053,-5.1155924797058105,2,1.515625,3.03125,2.2890626192092896,1.78125,0.3203127384185791,-0.18749988079071045,4.578125238418579,3.5625,0.6406254768371582,-0.3749997615814209
mgsm_0079,False,stable_correct,True,False,False,False,False,False,70,70,70,103,107,The answer is,Final answer: The answer is,clean_answer_equals_swap_answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgsm_0080,True,broken,False,True,False,False,False,False,10,10,0,223,499,答案是:,The answer is,,-0.005598114182551702,-0.016794342547655106,3,-5.515714168548584,-11.031428337097168,2,-0.005598114182551702,-0.016794342547655106,3,5.510116054366033,11.014633994549513,-3.725604693094889,-11.176814079284668,3,-0.54803466796875,-1.0960693359375,2,-3.725604693094889,-11.176814079284668,3,-3.177570025126139,-10.080744743347168,-0.015348081787427267,-0.0460442453622818,3,-4.795159816741943,-9.590319633483887,2,-0.015348081787427267,-0.0460442453622818,3,4.779811734954516,9.544275388121605,-3.169560750325521,-9.508682250976562,3,-0.21468690037727356,-0.4293738007545471,2,-3.169560750325521,-9.508682250976562,3,-2.9548738499482474,-9.079308450222015,-8.687686079492172,-7.734685584902763,-0.7303043194115162,0.22269617517789175,-21.09537873789668,-18.62358383834362,-1.470358606427908,1.0014362931251526
mgsm_0081,False,stable_correct,True,False,False,False,False,False,17,17,17,153,99,The answer is,The answer is,clean_answer_equals_swap_answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgsm_0082,False,stable_correct,True,False,False,False,False,False,623,623,623,282,274,The answer is,The answer is,clean_answer_equals_swap_answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgsm_0083,False,stable_correct,True,False,False,False,False,False,600,600,600,168,450,The answer is,final answer,clean_answer_equals_swap_answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgsm_0084,False,stable_correct,True,False,False,False,False,False,15,15,15,123,942,The answer is,none_found,clean_answer_equals_swap_answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgsm_0085,True,stable_wrong,False,False,False,True,False,True,44,684,4,381,1059,none_found,none_found,,-0.001368426252156496,-0.005473705008625984,4,-4.2525458335876465,-8.505091667175293,2,-3.7726173400878906,-11.317852020263672,3,4.25117740733549,8.499617962166667,-4.441407203674316,-17.765628814697266,4,-4.315884113311768,-8.631768226623535,2,-2.978698412577311,-8.936095237731934,3,-0.12552309036254883,-9.13386058807373,-0.012656331062316895,-0.05062532424926758,4,-3.008417844772339,-6.016835689544678,2,-2.84721310933431,-8.54163932800293,3,2.995761513710022,5.96621036529541,-3.880204200744629,-15.520816802978516,4,-3.0418663024902344,-6.083732604980469,2,-2.159960905710856,-6.479882717132568,3,-0.8383378982543945,-9.437084197998047,-4.376700497698039,-3.8340994119644165,-1.255415893625468,-0.7128148078918457,-17.633478550240397,-15.403294563293457,-2.533407596871257,-0.3032236099243164
mgsm_0086,False,stable_correct,True,False,False,False,False,False,22,22,22,165,111,The answer is,the answer is,clean_answer_equals_swap_answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgsm_0087,True,stable_wrong,False,False,False,True,False,True,9360,879.46,798.60,364,360,none_found,The answer is,,-0.23154515879494802,-1.6208161115646362,7,-2.518308367047991,-17.628158569335938,7,-3.538159942626953,-17.690799713134766,5,2.286763208253043,16.0073424577713,-3.412975311279297,-23.890827178955078,7,-0.006847330502101353,-0.04793131351470947,7,-3.8157722473144533,-19.078861236572266,5,-3.4061279807771956,-23.84289586544037,-0.13982631478990828,-0.9787842035293579,7,-2.3072457994733537,-16.150720596313477,7,-3.2054637908935546,-16.027318954467773,5,2.1674194846834456,15.171936392784119,-2.794473103114537,-19.561311721801758,7,-0.0077245235443115234,-0.054071664810180664,7,-3.415243911743164,-17.07621955871582,5,-2.7867485795702254,-19.507240056991577,-5.692891189030238,-4.954168064253671,-0.11934372356959733,0.6193794012069702,-39.85023832321167,-34.679176449775696,-0.8354060649871826,4.3356558084487915
mgsm_0088,False,stable_correct,True,False,False,False,False,False,8000,8000,8000,120,524,The answer is,final answer ,clean_answer_equals_swap_answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgsm_0089,False,stable_wrong,False,False,False,True,True,False,24,18,18,276,191,The answer is,the answer is,clean_answer_equals_swap_answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgsm_0090,True,repaired,False,False,True,False,False,False,225,300,225,211,741,The answer is,Final Answer: The answer is,,-0.0018688763957470655,-0.007475505582988262,4,-3.995091438293457,-15.980365753173828,4,-3.995091438293457,-15.980365753173828,4,3.99322256189771,15.97289024759084,-3.14412784576416,-12.57651138305664,4,-0.012757876887917519,-0.051031507551670074,4,-0.012757876887917519,-0.051031507551670074,4,-3.1313699688762426,-12.52547987550497,-0.0024949321523308754,-0.009979728609323502,4,-3.4910826683044434,-13.964330673217773,4,-3.4910826683044434,-13.964330673217773,4,3.4885877361521125,13.95435094460845,-2.9349565505981445,-11.739826202392578,4,-0.008444290608167648,-0.03377716243267059,4,-0.008444290608167648,-0.03377716243267059,4,-2.926512259989977,-11.706049039959908,-7.124592530773953,-6.415099996142089,-0.5046348257455975,0.20485770888626575,-28.49837012309581,-25.660399984568357,-2.01853930298239,0.819430835545063
mgsm_0091,True,repaired,False,False,True,False,False,False,28,12,28,364,218,none_found,the answer is,,-1.256995677947998,-3.770987033843994,3,-2.196835199991862,-6.590505599975586,3,-2.196835199991862,-6.590505599975586,3,0.9398395220438638,2.819518566131592,-4.4747969309488935,-13.42439079284668,3,-0.0034922203049063683,-0.010476660914719105,3,-0.0034922203049063683,-0.010476660914719105,3,-4.471304710643987,-13.41391413193196,-0.985953172047933,-2.957859516143799,3,-1.7512863477071126,-5.253859043121338,3,-1.7512863477071126,-5.253859043121338,3,0.7653331756591796,2.295999526977539,-3.8012193044026694,-11.403657913208008,3,-0.014737817148367563,-0.04421345144510269,3,-0.014737817148367563,-0.04421345144510269,3,-3.786481487254302,-11.359444461762905,-5.411144232687851,-4.551814662913482,-0.1745063463846842,0.6848232233896852,-16.233432698063552,-13.655443988740444,-0.5235190391540527,2.0544696701690555
mgsm_0092,True,repaired,False,False,True,False,False,False,4,11,4,153,735,The answer is,Final Answer: The answer is,,-0.003114345483481884,-0.009343036450445652,3,-5.781930923461914,-11.563861846923828,2,-5.781930923461914,-11.563861846923828,2,5.778816577978432,11.554518810473382,-3.3124259312947593,-9.937277793884277,3,-0.005996095482259989,-0.011992190964519978,2,-0.005996095482259989,-0.011992190964519978,2,-3.3064298358124993,-9.925285602919757,-0.005733624721566836,-0.017200874164700508,3,-4.374643325805664,-8.749286651611328,2,-4.374643325805664,-8.749286651611328,2,4.368909701084097,8.732085777446628,-2.8064600626627603,-8.419380187988281,3,-0.02058286778628826,-0.04116573557257652,2,-0.02058286778628826,-0.04116573557257652,2,-2.785877194876472,-8.378214452415705,-9.085246413790932,-7.154786895960569,-1.4099068768943352,0.5205526409360273,-21.47980441339314,-17.110300229862332,-2.822433033026755,1.5470711505040526
mgsm_0093,True,stable_wrong,False,False,False,True,False,True,36,2,1.1,415,403,none_found,none_found,,-1.392975926399231,-2.785951852798462,2,-2.7927098274230957,-11.170839309692383,4,-1.9907231330871582,-5.972169399261475,3,1.3997339010238647,8.384887456893921,-1.7284877300262451,-3.4569754600524902,2,-1.676445484161377,-6.705781936645508,4,-1.2370193004608154,-3.7110579013824463,3,-0.052042245864868164,3.2488064765930176,-0.6355581879615784,-1.2711163759231567,2,-2.252143621444702,-9.008574485778809,4,-1.6643134752909343,-4.992940425872803,3,1.6165854334831238,7.737458109855652,-1.5194804668426514,-3.0389609336853027,2,-1.7039600610733032,-6.815840244293213,4,-1.0121519565582275,-3.0364558696746826,3,0.18447959423065186,3.77687931060791,-1.451776146888733,-1.432105839252472,0.21685153245925903,0.23652184009552002,-5.136080980300903,-3.9605787992477417,-0.647429347038269,0.5280728340148926
mgsm_0094,True,stable_wrong,False,False,False,True,False,True,348,30,168,389,271,none_found,答案是 ,,-1.571990966796875,-4.715972900390625,3,-0.9460480213165283,-3.7841920852661133,4,-2.0406687259674072,-8.162674903869629,4,-0.6259429454803467,-0.9317808151245117,-4.4671891530354815,-13.401567459106445,3,-0.001868027844466269,-0.007472111377865076,4,-3.7224807739257812,-14.889923095703125,4,-4.465321125191015,-13.39409534772858,-1.2741012573242188,-3.8223037719726562,3,-1.0601714849472046,-4.240685939788818,4,-1.8655540943145752,-7.462216377258301,4,-0.21392977237701416,0.4183821678161621,-3.759362538655599,-11.278087615966797,3,-0.0027345132548362017,-0.010938053019344807,4,-3.0151827335357666,-12.060730934143066,4,-3.756628025400763,-11.267149562947452,-3.8393781797106685,-3.5426982530237487,0.4120131731033325,0.7086930997902523,-12.462314532604069,-11.685531730763614,1.3501629829406738,2.126945784781128
mgsm_0095,False,stable_correct,True,False,False,False,False,False,40,40,40,339,281,The answer is,the answer is,clean_answer_equals_swap_answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgsm_0096,False,stable_correct,True,False,False,False,False,False,3,3,3,156,393,The answer is,Final Answer: The answer is,clean_answer_equals_swap_answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgsm_0097,True,stable_wrong,False,False,False,True,False,True,12,256,22,76,612,The answer is,Final Answer: The answer is,,-0.0007279375568032265,-0.002911750227212906,4,-4.042632102966309,-12.127896308898926,3,-3.6568984985351562,-10.970695495605469,3,4.041904165409505,12.124984558671713,-4.243722438812256,-16.974889755249023,4,-0.013105021168788275,-0.03931506350636482,3,-4.009368260701497,-12.028104782104492,3,-4.230617417643468,-16.93557469174266,-0.0017577491234987974,-0.00703099649399519,4,-3.512737274169922,-10.538211822509766,3,-2.9646145502726235,-8.893843650817871,3,3.510979525046423,10.53118082601577,-3.8639793395996094,-15.455917358398438,4,-0.011742948244015375,-0.03522884473204613,3,-3.5093599955240884,-10.528079986572266,3,-3.852236391355594,-15.420688513666391,-8.272521583052974,-7.363215916402018,-0.5309246403630823,0.37838102628787373,-29.06055925041437,-25.951869339682162,-1.5938037326559424,1.5148861780762672
mgsm_0098,True,repaired,False,False,True,False,False,False,5,20,5,1067,746,none_found,Final Answer: The answer is,,-0.7968760331471761,-2.3906280994415283,3,-1.1589314937591553,-2.3178629875183105,2,-1.1589314937591553,-2.3178629875183105,2,0.36205546061197913,-0.07276511192321777,-3.6576360066731772,-10.972908020019531,3,-0.00612159026786685,-0.0122431805357337,2,-0.00612159026786685,-0.0122431805357337,2,-3.6515144164053104,-10.960664839483798,-0.7755521138509115,-2.3266563415527344,3,-1.1217764616012573,-2.2435529232025146,2,-1.1217764616012573,-2.2435529232025146,2,0.34622434775034583,-0.08310341835021973,-3.2899465560913086,-9.869839668273926,3,-0.013819010928273201,-0.027638021856546402,2,-0.013819010928273201,-0.027638021856546402,2,-3.2761275451630354,-9.84220164641738,-4.013569877017289,-3.622351892913381,-0.0158311128616333,0.375386871242275,-10.88789972756058,-9.75909822806716,-0.010338306427001953,1.1184631930664182
mgsm_0099,True,broken,False,True,False,False,False,False,58,58,20,251,335,The answer is,The answer is,,-0.0026083498572309813,-0.007825049571692944,3,-4.180476824442546,-12.541430473327637,3,-0.0026083498572309813,-0.007825049571692944,3,4.177868474585315,12.533605423755944,-3.6799322764078775,-11.039796829223633,3,-1.3480243682861328,-4.044073104858398,3,-3.6799322764078775,-11.039796829223633,3,-2.3319079081217446,-6.995723724365234,-0.003721764621635278,-0.011165293864905834,3,-3.488807996114095,-10.466423988342285,3,-0.003721764621635278,-0.011165293864905834,3,3.4850862314924598,10.45525869447738,-3.305485725402832,-9.916457176208496,3,-1.1816547711690266,-3.54496431350708,3,-3.305485725402832,-9.916457176208496,3,-2.1238309542338056,-6.371492862701416,-6.509776382707059,-5.608917185726265,-0.6927822430928554,0.208076953887939,-19.529329148121178,-16.826751557178795,-2.0783467292785645,0.6242308616638184
mgsm_0100,True,repaired,False,False,True,False,False,False,175,100,175,158,783,The answer is,"Final Answer:
",,-0.004573649261146784,-0.018294597044587135,4,-3.6400344371795654,-14.560137748718262,4,-3.6400344371795654,-14.560137748718262,4,3.6354607879184186,14.541843151673675,-2.971980094909668,-11.887920379638672,4,-0.022766733542084694,-0.09106693416833878,4,-0.022766733542084694,-0.09106693416833878,4,-2.9492133613675833,-11.796853445470333,-0.003580717137083411,-0.014322868548333645,4,-3.1460719108581543,-12.584287643432617,4,-3.1460719108581543,-12.584287643432617,4,3.142491193721071,12.569964774884284,-2.7927067279815674,-11.17082691192627,4,-0.021739527583122253,-0.08695811033248901,4,-0.021739527583122253,-0.08695811033248901,4,-2.770967200398445,-11.08386880159378,-6.584674149286002,-5.913458394119516,-0.49296959419734776,0.17824616096913815,-26.338696597144008,-23.653833576478064,-1.971878376789391,0.7129846438765526
mgsm_0101,False,stable_correct,True,False,False,False,False,False,6,6,6,249,564,The answer is,Final Answer: The answer is,clean_answer_equals_swap_answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgsm_0102,True,stable_wrong,False,False,False,True,False,True,26,7,2,171,1005,答案是:,none_found,,-0.0031414597760885954,-0.006282919552177191,2,-5.510953903198242,-11.021907806396484,2,-5.601399739583333,-16.80419921875,3,5.507812443422154,11.015624886844307,-4.387806415557861,-8.775612831115723,2,-0.016712920740246773,-0.033425841480493546,2,-2.8911654154459634,-8.67349624633789,3,-4.3710934948176146,-8.742186989635229,-0.009442813694477081,-0.018885627388954163,2,-4.4469428062438965,-8.893885612487793,2,-4.622261047363281,-13.866783142089844,3,4.437499992549419,8.874999985098839,-3.538180351257324,-7.076360702514648,2,-0.05380541831254959,-0.10761083662509918,2,-2.2813278834025064,-6.8439836502075195,3,-3.4843749329447746,-6.968749865889549,-9.878905938239768,-7.921874925494194,-1.0703124508727342,0.8867185618728399,-19.757811876479536,-15.843749850988388,-2.1406249017454684,1.7734371237456799
mgsm_0103,False,stable_correct,True,False,False,False,False,False,140,140,140,131,112,The answer is,答案是:,clean_answer_equals_swap_answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgsm_0104,True,stable_wrong,False,False,False,True,False,True,500,134,0,902,714,none_found,the answer is,,-0.014049085788428783,-0.056196343153715134,4,-5.707647800445557,-11.415295600891113,2,-3.979386568069458,-15.917546272277832,4,5.693598714657128,11.359099257737398,-3.992527961730957,-15.970111846923828,4,-0.017151957377791405,-0.03430391475558281,2,-1.839070439338684,-7.356281757354736,4,-3.9753760043531656,-15.935807932168245,-0.00807193759828806,-0.03228775039315224,4,-4.632733345031738,-9.265466690063477,2,-3.34877347946167,-13.39509391784668,4,4.62466140743345,9.233178939670324,-3.7621712684631348,-15.048685073852539,4,-0.027089128270745277,-0.054178256541490555,2,-1.7052404880523682,-6.820961952209473,4,-3.7350821401923895,-14.994506817311049,-9.668974719010293,-8.35974354762584,-1.0689373072236776,0.24029386416077614,-27.294907189905643,-24.227685756981373,-2.125920318067074,0.9413011148571968
mgsm_0105,False,stable_correct,True,False,False,False,False,False,20,20,20,126,57,The answer is,Final answer: The answer is,clean_answer_equals_swap_answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgsm_0106,True,stable_wrong,False,False,False,True,False,True,72,357,363,222,217,The answer is,The answer is,,-0.0023358729667961597,-0.009343491867184639,4,-3.7054085731506348,-14.821634292602539,4,-4.851722081502278,-14.555166244506836,3,3.7030727001838386,14.812290800735354,-3.1541786193847656,-12.616714477539062,4,-0.0009581776103004813,-0.0038327104412019253,4,-4.336872100830078,-13.010616302490234,3,-3.153220441774465,-12.61288176709786,-0.0028390358202159405,-0.011356143280863762,4,-3.220346450805664,-12.881385803222656,4,-4.1594804128011065,-12.47844123840332,3,3.217507414985448,12.870029659941792,-2.7148759365081787,-10.859503746032715,4,-0.002049366245046258,-0.008197464980185032,4,-3.5568323135375977,-10.670496940612793,3,-2.7128265702631325,-10.85130628105253,-6.856293141958304,-5.930333985248581,-0.4855652851983905,0.4403938715113327,-27.425172567833215,-23.721335940994322,-1.942261140793562,1.7615754860453308
mgsm_0107,True,stable_wrong,False,False,False,True,False,True,3,2,1,952,861,none_found,none_found,,-0.043971795588731766,-0.08794359117746353,2,-2.3486592769622803,-4.6973185539245605,2,-2.2002217769622803,-4.4004435539245605,2,2.3046874813735485,4.609374962747097,-1.2084003686904907,-2.4168007373809814,2,-1.1459003686904907,-2.2918007373809814,2,-0.5677753686904907,-1.1355507373809814,2,-0.0625,-0.125,-0.07937349379062653,-0.15874698758125305,2,-2.126248359680176,-4.252496719360352,2,-1.9387485980987549,-3.8774971961975098,2,2.0468748658895493,4.0937497317790985,-1.25896155834198,-2.51792311668396,2,-1.24333655834198,-2.48667311668396,2,-0.71208655834198,-1.42417311668396,2,-0.015625,-0.03125,-2.3671874813735485,-2.0624998658895493,-0.25781261548399925,0.046875,-4.734374962747097,-4.1249997317790985,-0.5156252309679985,0.09375
mgsm_0108,True,broken,False,True,False,False,False,False,50,50,49.5,197,615,The answer is,the answer is,,-0.014433354139328003,-0.04330006241798401,3,-3.2961936950683595,-16.480968475341797,5,-0.014433354139328003,-0.04330006241798401,3,3.2817603409290315,16.437668412923813,-2.56195863087972,-7.68587589263916,3,-0.00229555182158947,-0.01147775910794735,5,-2.56195863087972,-7.68587589263916,3,-2.5596630790581307,-7.674398133531213,-0.004217119577030341,-0.012651358731091022,3,-3.0399803161621093,-15.199901580810547,5,-0.004217119577030341,-0.012651358731091022,3,3.035763196585079,15.187250222079456,-1.8553115526835124,-5.565934658050537,3,-0.009778472781181335,-0.04889236390590668,5,-1.8553115526835124,-5.565934658050537,3,-1.845533079902331,-5.51704229414463,-5.841423419987162,-4.88129627648741,-0.24599714434395237,0.7141299991557997,-24.112066546455026,-20.704292516224086,-1.250418190844357,2.1573558393865824
mgsm_0109,True,broken,False,True,False,False,False,False,28,28,28.00,246,179,The answer is,答案是:,,-0.002437107264995575,-0.007311321794986725,3,-1.0744118690490723,-6.446471214294434,6,-0.002437107264995575,-0.007311321794986725,3,1.0719747617840767,6.439159892499447,-0.11500544349352519,-0.34501633048057556,3,-0.08834723631540935,-0.530083417892456,6,-0.11500544349352519,-0.34501633048057556,3,-0.026658207178115845,0.1850670874118805,-0.004776692017912865,-0.014330076053738594,3,-1.2411387761433919,-7.446832656860352,6,-0.004776692017912865,-0.014330076053738594,3,1.236362084125479,7.432502580806613,-0.06310452024141948,-0.18931356072425842,3,-0.11620869239171346,-0.6972521543502808,6,-0.06310452024141948,-0.18931356072425842,3,0.05310417215029398,0.5079385936260223,-1.0986329689621925,-1.183257911975185,0.1643873223414023,0.07976237932840982,-6.254092805087566,-6.924563987180591,0.9933426883071661,0.32287150621414185
mgsm_0110,True,repaired,False,False,True,False,False,False,45,2,45,807,555,none_found,Final Answer: The answer is,,-2.9567837715148926,-5.913567543029785,2,-2.7909984588623047,-8.372995376586914,3,-2.7909984588623047,-8.372995376586914,3,-0.1657853126525879,2.459427833557129,-4.888981342315674,-9.777962684631348,2,-0.00933766116698583,-0.02801298350095749,3,-0.00933766116698583,-0.02801298350095749,3,-4.879643681148688,-9.74994970113039,-2.397186040878296,-4.794372081756592,2,-2.457741101582845,-7.373223304748535,3,-2.457741101582845,-7.373223304748535,3,0.0605550607045493,2.5788512229919434,-4.314899921417236,-8.629799842834473,2,-0.006858458121617635,-0.020575374364852905,3,-0.006858458121617635,-0.020575374364852905,3,-4.308041463295619,-8.60922446846962,-4.7138583684961,-4.368596524000168,0.2263403733571372,0.5716022178530693,-12.209377534687519,-11.188075691461563,0.11942338943481445,1.1407252326607704
mgsm_0111,True,repaired,False,False,True,False,False,False,16,25,16,356,222,The answer is,答案是:,,-0.0015567662194371223,-0.004670298658311367,3,-3.835301081339518,-11.505903244018555,3,-3.835301081339518,-11.505903244018555,3,3.833744315120081,11.501232945360243,-4.787121136983235,-14.361363410949707,3,-0.002179170958697796,-0.006537512876093388,3,-0.002179170958697796,-0.006537512876093388,3,-4.784941966024538,-14.354825898073614,-0.0033767769734064737,-0.010130330920219421,3,-3.258602778116862,-9.775808334350586,3,-3.258602778116862,-9.775808334350586,3,3.2552260011434555,9.765678003430367,-4.300168673197429,-12.900506019592285,3,-0.004826555028557777,-0.014479665085673332,3,-0.004826555028557777,-0.014479665085673332,3,-4.295342118168871,-12.886026354506612,-8.618686281144619,-7.550568119312326,-0.5785183139766255,0.4895998478556667,-25.856058843433857,-22.65170435793698,-1.7355549419298768,1.4687995435670018
